,T1,F1,F2,F3,F4,F5,F6,T2,T3,F7,F8,F9,F10
55.0,3.95035176348501,2078.08518958498,6.362117706715923,101.985372572233,23.5215700672067,263.936794164664,5.308123906364027,75.9294262403174,2684.39394681658,321.58318393106,0.0,9.91252624375488,71.1448160894335
56.0,4.61698956841306,1907.24088138391,6.752167425152291,107.633965680302,26.2609927739994,294.750758090161,6.145280375314932,74.9551385125935,2708.0922867869,249.425570165226,0.0,5.64691439859512,75.9523106859402
57.0,4.25637632736662,1985.43627389172,6.1789125428835305,86.2580477765799,21.3510430299661,240.093794136484,4.132247980747872,71.5960274616026,3156.30010328437,279.646443441237,0.0,6.25505768443793,32.878738287025
58.0,4.46735038107235,2045.91998424776,6.5625345786063605,40.3048056934109,22.2303471856234,239.576875689797,6.472461004546513,73.8029667670687,2718.50504829443,268.64454753915,0.0,7.31043751586699,63.8613060666936
59.0,3.11817622250867,1892.75780016532,6.876449498137874,162.465446710082,23.9675428207614,260.189897198972,5.163715753780216,71.1835610478094,2002.04390800367,187.890164290387,0.0,5.25689909291407,67.1830562483555
60.0,2.67656443820564,2053.4297826253,5.562056593522225,106.195439435444,20.3113391841181,300.754584110511,6.035824157710206,71.1875536033647,2145.01588116359,304.428870764341,0.0,2.30265513315926,65.8076490390582
61.0,3.17576486892054,1970.51813882891,6.586971140864021,151.416684185638,22.2063665946037,313.627206741365,6.0221071578990255,73.5543672416027,2505.32548580907,205.202797305012,0.0,6.79367738419888,47.2949834576965
62.0,2.09774644082955,2019.06596565285,6.986947773058244,135.949276438419,21.4973031317718,362.877362326566,3.5692201529078957,74.2967008623467,2860.2709609966,186.555661741722,0.0,6.2811496770177,72.2928799487037
63.0,4.79471062727875,1917.78360071006,6.640904201888606,91.6603001689428,22.6763903716021,317.473648157517,6.047538226617979,69.0762520457978,2250.21111996466,321.145901909665,0.0,4.98508334944557,38.3073423208593
64.0,2.5619173843691,1956.58718841296,6.0214121090919965,84.2889186459112,26.3858597471124,264.963876475242,6.512287500835331,70.1028944970212,3004.69657199198,194.853056966549,0.0,6.1913302964011,31.8041411567934
65.0,1.70519378852586,1993.62408679527,5.816793865839986,115.482321184986,24.461133568691,302.348496497711,5.13343722222342,73.7811776825022,1624.72053300225,283.289007232791,0.0,7.78271128777422,54.6338176227547
66.0,4.41416119685704,2014.62331805313,6.410276249631657,104.097858932163,20.7786343232078,227.51331059067,6.485472752490251,77.0465882211044,2241.46361145778,281.270927847583,0.0,13.1990069942431,66.3630228720231
67.0,3.45282114986932,1868.34874519129,6.358714776908869,87.3869345312855,23.3224226502699,291.339068668643,5.828760719884344,73.5938171327313,2957.91551381655,228.91172416346,0.0,5.08285562607062,50.405847788056
68.0,2.68194050892477,1843.18256234416,7.079178623479047,106.823807795205,19.3327000435086,320.363018577296,4.333886515709294,71.2150322767018,3377.32804427794,92.4478651000093,0.0,10.6228863710581,47.5497714800792
69.0,3.12002168259489,2042.28028337428,6.399874682791712,88.4130126456654,23.0854223167781,280.643182017825,5.784684512307336,69.5260148149445,2164.38893556579,138.224720766734,0.0,4.79586231229187,37.4047624988696
70.0,3.72515191986744,2009.39872044359,6.870857020671015,148.316385759674,16.8696696350116,289.23616959197,5.9912641213800955,69.2046420071986,1337.424692334,172.549268899625,0.0,5.18293533449742,79.5140703114715
71.0,2.00123378085961,2008.31072030206,3.9997092445523887,111.25927526507,22.7850763746836,309.579804260058,6.7890779253205915,72.4865459842513,2835.5711428293,141.59841601308,0.0,7.42170414975365,58.2385036038102
72.0,2.53886870194548,1929.67753077483,7.042973971115271,161.557740686131,22.7251942440169,303.53008959714,6.7972202021358665,75.3210982301261,1934.31603288287,131.922189046358,0.0,4.5459247020502,63.3257037998115
73.0,4.18091114843855,2068.26739082148,6.740407728550392,117.857237307933,18.0395915889216,347.608414194633,6.0054806967508485,69.6004028193487,3134.10349822334,219.99535125577,0.0,5.08135736878662,62.4221341358259
74.0,3.12666059634732,1985.37632674925,6.947347046840106,122.027950485535,22.6877653304713,247.090686428188,5.315151108832987,67.6480612318363,1780.63138638265,198.685795025871,0.0,8.48906022674753,23.8981957702763
75.0,2.39335559675756,2053.92831802024,6.56786992422499,134.957547547227,22.1304484869894,304.832999237713,5.891937928194947,72.0474413283835,2802.17805816386,234.208913634003,0.0,4.56846260485789,52.6405746910021
76.0,1.94002141130966,1969.62361231578,7.133128267775764,92.4193283683085,22.2446691752612,291.935734394608,6.3391937360618895,69.1815991618218,2757.13030348676,211.912630322441,0.0,9.24558543118187,40.6081026886021
77.0,2.96581179258464,1952.0178976549,4.664895264833092,104.486677499559,23.8987280424436,308.473988799102,6.696795038828954,75.8254841649787,1400.35793217963,300.499627685786,0.0,11.6440483301461,34.9295717120059
78.0,4.43317554684919,1949.45458722468,6.4613741048777396,114.528376344994,25.7988298980678,281.114390814806,5.685090366886921,76.8360634066066,2331.46952691839,147.007066556703,0.0,6.84503635293727,49.7538584337575
79.0,2.89683591198512,1929.52018533042,5.9604721621603565,147.304327145391,22.5293840478616,306.854196901891,5.340040510186142,69.0941856872217,1869.98008853837,138.967712213374,0.0,7.98414562731789,51.0588681799301
80.0,2.52620785257568,1990.62526162108,6.154204244996756,107.581745858228,25.1264946874864,325.158879481838,6.115592666042599,71.7098961371883,2004.93278613354,195.97859018411,0.0,4.51649933309847,45.9672825207508
81.0,3.71167553514513,1835.94606537685,7.180272825905744,115.495390128164,24.1676319673921,259.258200768966,2.091290318432878,75.0632223881923,2840.93485251891,228.50865320882,0.0,5.76437702887089,73.3535262214056
82.0,3.4371928777298,1878.49402858102,7.030195718831531,142.130759048646,24.5343570280639,246.809360514364,6.196420270066509,71.4313833014238,2010.3343388636,156.263366293575,0.0,2.08129430676411,58.9133232111871
83.0,2.95252638624795,2014.75524946944,6.8794381409787535,99.7579909083023,20.2086361361128,297.14694776363,6.355736190840275,69.9339583427704,2902.50915558568,244.035478370514,0.0,8.72543685815608,67.0117081237353
84.0,2.90330482263953,2019.60113491693,5.63159421929409,96.0452717071344,19.7153238418283,303.818771039945,6.9301135534534115,77.9765608091946,1604.1445022462,241.318361361569,0.0,6.58117283915919,29.9490724287558
85.0,4.45711998805819,2017.20441780194,6.888765336165721,99.675032793115,25.7224493200724,292.101684786064,5.707974351148078,73.7828278686362,2546.35196236238,192.158907636717,0.0,4.76422910020487,70.4951579039806
86.0,1.04436147111365,1948.39523770175,6.978223431298955,126.027685319243,21.3449149327709,356.530711599113,5.403729324877476,69.3453726996293,2436.6915081748,172.969660830289,0.0,6.30424974881033,58.4019728380879
87.0,2.52710220131329,2021.85639528586,6.7823475426931426,132.65352487722,22.4472819943523,255.190945494869,5.273254649830121,72.2711830029007,3214.53480934595,220.557907868402,0.0,5.59261340518086,84.8408875377012
88.0,3.31942347145868,2075.22120263035,4.380955106340888,140.938971719314,24.3704754933437,261.486931646461,6.921687381140247,74.2735490653323,2044.04357325501,301.76575439247,0.0,9.02511978187264,55.9738630864365
89.0,3.85839462105363,1873.63015432042,6.890469974345453,102.429378146075,19.8395923863193,244.802386412792,6.777450152165387,75.9714893100369,1913.04928896465,192.197370895773,0.0,10.1177506111313,71.594706298912
90.0,2.14361668143806,1924.8648321671,6.86524257495987,116.753626353082,21.9788140951841,334.333067090101,6.523489200451434,67.0265082250484,2133.59114678859,111.056522728756,0.0,10.9917030810129,38.1153985581651
91.0,2.0413521645778,1967.03752657551,6.127146863784547,131.215489040203,21.8451439021792,341.412674813216,6.701504871364246,76.0015279368089,2573.63255590374,239.241272224609,0.0,10.3302155269039,64.5699889936966
92.0,3.55241804852583,1986.55243996333,6.7082491428238376,102.614962309456,17.7515310835964,256.335929683774,6.028790809852642,72.5137471809204,2427.7269226661,277.746898334632,0.0,7.01662242248013,48.6676443864594
93.0,4.27197685251034,1876.16804570014,6.331432365077512,63.5118456398383,26.0390889169199,289.494315739399,5.475157979936272,76.439840642442,2155.8622848975,188.756824295458,0.0,7.53435720569406,37.4951361340768
94.0,1.6209299773483,2110.56643699759,4.829383085574566,191.053003718703,21.5902946586862,280.120468432855,1.6290529537024743,72.6804124381655,1461.44884516197,171.988604783678,0.0,7.38816677357381,45.4597781589653
95.0,3.83340522231327,1921.91763949269,7.203852495199662,126.919151502633,21.2453708727899,303.842913915158,3.9313502530810296,70.6786915021356,3077.86939648801,208.929445658,0.0,11.8917707306285,49.3616832089576
96.0,2.60776417871172,2009.03430808664,5.5276301382483775,79.3468498323662,21.874256956087,206.005127700645,6.311920664376016,74.370869325078,2018.17824714546,174.349764717947,0.0,9.19645051770041,49.130186923699
97.0,3.46531840714799,2009.79708472036,6.968292853239464,71.4207934901581,22.011830868851,345.95274960054,6.140771013771168,69.1627659821526,3051.04090860934,159.958934783878,0.0,9.45435021816427,38.7542098555298
98.0,2.14855771403367,1978.55316047838,6.809166555988127,144.160097753681,21.0156185020504,313.02346719827,5.875749085443368,69.5606356074802,3277.66085324609,175.901628041114,0.0,1.45037472772178,54.9889347528826
99.0,3.95283414387118,1931.68789384737,5.856087581686875,108.403571029378,22.9516902903046,208.041941374425,4.590516926783445,71.807954850299,3725.19076007351,134.392554538255,0.0,4.40224759267304,48.9590839234744
100.0,3.56585493794136,2207.77348061119,6.546999394989227,94.187612861334,23.562884632022,291.803991355005,5.954876785960948,68.7844728195467,2596.68525061131,402.163809219598,0.0,4.51282549755834,46.7754687343913
101.0,3.10788543750693,1988.30196582608,5.181977322243284,52.074363628932,16.9770831604711,292.072966770267,6.678133457706281,75.1027470705178,2371.37313206939,172.995710440173,0.0,7.20661462503703,41.3884372311032
102.0,3.99163282928962,1881.61648732953,6.498783410312555,123.506166871104,28.3249680236444,220.225603940206,5.897505490563189,71.8146155999979,2323.71217704963,314.698865683065,0.0,9.5934645122199,35.8816026588052
103.0,2.31916633147187,1825.95249704412,6.805399380884929,112.556322536653,20.4355565439295,278.428992850912,6.207550057366945,72.3255877087822,2401.52231862469,128.471903855317,0.0,9.31246293139468,71.4878269316948
104.0,2.4034275396069,2018.95913118403,2.39664084305519,59.1746537274616,22.5011172600363,318.192405375553,4.69545164698866,69.1157624262968,2363.29454596808,222.307307195355,0.0,0.239660317801428,69.1533524116421
105.0,2.6839288213838,1996.67205635904,6.977477143955743,100.701483164466,23.1491680413374,288.758252898824,5.884299750731905,69.8422416539736,2446.56868100687,154.439542081752,0.0,7.86039703828512,72.1292287063465
107.0,5.11078055270228,1961.39635012088,6.980198103938193,112.326434543918,27.7076817364195,266.743678860243,6.54656443771871,71.5265120366174,2381.18987167905,280.532100896548,0.0,10.3700408327645,76.1696573775192
108.0,4.17806694549161,1932.75504828165,6.585872742807066,108.045473084526,19.4753971233738,227.655940286531,4.421452193907897,78.1433073975036,3307.24444961166,202.928474272059,0.0,6.70752255277215,49.2428305202786
109.0,3.64869266287333,2008.26931141329,6.870342427216286,119.50972347983,18.2179815949395,303.840126482864,2.5680588909089463,73.3896392420657,2684.31258259535,207.345568206595,0.0,9.9030895116672,45.3194298073486
110.0,3.49016173689906,1986.34011019485,7.1378974849132515,93.7485541276624,24.5932719990938,338.101358737812,4.352632496495737,76.1793827185123,2605.94963387025,261.819467829254,0.0,3.70851518297216,78.3800055468162
111.0,3.61518140211176,1868.41263136988,6.686296637451017,149.274563252657,21.7752731455617,282.265659520879,4.500632346200528,74.170087571078,2543.23690902203,156.385476165976,0.0,6.58312309746804,50.0520985620961
112.0,2.91988882419338,1910.93143389072,6.3239810216594226,136.628657148349,21.5931747131841,323.796315773368,5.829749124009392,68.1875086837908,2331.69191215819,189.329207738759,0.0,4.37830659592764,84.1327782307252
113.0,3.10804304801002,1879.00070531557,7.010154588841596,157.076487854001,17.0892281048042,305.658635175067,7.113340050446331,72.6252131075541,1529.6044230796,208.945212267981,0.0,9.45326906976745,52.3916690992692
114.0,3.15340427282992,2019.55215915915,6.97048852893385,146.035949340321,23.695911148696,295.731697731617,6.713334784948798,70.6487527780502,2700.66534113303,194.238670283906,0.0,14.0513828180002,74.4690023081356
115.0,3.78453378939025,2080.43626043079,6.708798069737242,147.908960923558,23.0937147359627,270.143494828285,6.641115756714848,74.7913199104795,2368.10271401236,149.084561101116,0.0,6.58791393628453,34.407934234527
116.0,3.66078705917815,2125.20620903089,6.7538808861054855,120.193114819935,21.5467637577552,224.657476294879,5.603806120412386,69.7029943205378,2953.36674800987,132.056503137526,0.0,5.6805105686958,70.7447086273094
117.0,4.1366909764279,1944.51836529476,6.381218297623639,102.349134804869,19.5805468956807,247.744983223707,5.919559375171259,80.0753632444654,2588.98128154747,346.276191094327,0.0,7.19053834780499,92.0421393826707
118.0,3.97310786891826,2007.86877296777,6.540147787270389,120.680539412637,24.082653349999,263.129987896194,5.7035304770661615,71.68049054605,2192.7650451321,162.882660665919,0.0,5.86770510487927,59.6204256098918
119.0,2.96726774711062,2038.72845311359,7.008282400935953,137.296385285303,20.3987968326408,237.000699552284,6.066358226236141,69.2523053356914,1706.26114786912,383.663400548988,0.0,6.23231913614568,77.1403548902907
120.0,4.37943044224713,1899.02932143337,5.80026183039345,79.8332316709832,20.0632229826574,308.07672481347,3.5708753637310533,74.5191190555586,1994.67460301086,237.571115543585,0.0,7.5677231136102,57.0613571768362
121.0,1.6601859658962,1959.59675793968,5.015041607130638,118.18466631321,19.3311065981728,253.305033770883,6.895886685184411,78.868134957946,2355.72536764392,171.810458303451,0.0,1.73474402022773,67.4873140368675
122.0,2.21786865226637,2076.52257110167,5.18309119548723,76.9468750349101,21.037842462363,307.301226957021,6.570374705401978,73.9829656492856,2114.773149935,189.484400535253,0.0,5.53703207263677,66.8485361234487
123.0,2.16721723253188,2021.81098318314,5.756475670194499,95.6416772725609,19.431257778407,258.370168527495,4.890211141269481,73.3539309385746,2494.2142265088,284.183922179704,0.0,5.13632543022061,42.3230856221015
124.0,3.28935953149906,2061.01447917075,5.927339748371734,121.066050487483,20.9817295933301,307.840838321953,5.291487577814422,75.6185150070368,2454.20218751784,252.98851217579,0.0,4.00362315710827,35.2813761797027
125.0,2.92790508776097,2012.54997651056,6.442685223718869,97.7403584126305,23.9617021480487,280.527319306035,5.473786480066313,74.066128583821,2170.83247176416,223.855680868301,0.0,4.29585661766149,40.2377161847722
126.0,2.79135167712529,2135.7986794063,7.217414564405042,122.466336798646,22.5324830773673,250.111700908508,6.8569607333645655,67.4553446395691,1849.91746460923,326.667721575908,0.0,7.00724231596374,66.5469468564653
127.0,1.82149182558494,2045.55817844179,6.266742227800456,121.754660866466,22.5361314375521,220.152239218867,6.778697525816892,71.5567409671738,2078.19436522591,229.182606129494,0.0,5.45457783299345,32.7762495845351
128.0,2.84824967903826,1963.86646687557,6.985597158522681,138.873674524205,22.8336445948436,294.494094692645,4.045510242478735,68.7020387100913,2655.46086278527,236.30888485571,0.0,7.17472788121551,49.1606360993855
129.0,1.74645787079316,1885.72400423631,6.532726551651574,106.704606483918,20.5755939753209,263.362796456392,5.210717750677427,77.0948951164973,2364.796770099,256.283234828863,0.0,4.92960337110031,38.2857062993035
130.0,3.40176085325364,1925.46368752069,6.360648034385403,132.388360097445,23.373700903325,282.14532866972,6.40165515037369,72.6223758775023,2014.63578793665,176.308067680269,0.0,8.96487681667237,66.7197419980419
131.0,2.75701624775771,1986.13144332681,6.506470028009349,103.17644327817,21.6278018720638,299.045889387724,6.749462213337647,76.2141007700111,2945.92158455737,243.825970799259,0.0,2.27175435300816,45.7138087580006
132.0,2.96742736201178,1987.18794795186,6.039963726750506,123.349104786111,19.1062922382672,305.712624070181,6.336782199652316,71.7691924938968,2456.39500866037,220.193714078228,0.0,4.48783570598458,45.5600750112239
133.0,3.9539783775605,2056.29907229233,7.264997718864884,45.1221753550373,24.8300648560584,319.150464552372,6.3266867541395175,69.0164826583692,2574.67622054533,224.098202542613,0.0,4.60733041916307,66.6687588343177
134.0,2.97062900262539,2060.75616969417,5.96107564705054,45.863125728138,21.3443710579746,305.480408850932,5.916324155934868,77.3616410320201,2471.32329603004,257.495622041341,0.0,6.69783832008661,64.7980203031668
135.0,2.27103246245581,1862.43206538239,7.265339025413454,125.557042040984,24.0236240894527,317.57159135124,5.683869588796695,81.5947500139088,2419.52071714835,220.481828361475,0.0,0.310815338065802,70.1572587589908
136.0,3.09745072225443,1938.96287787084,5.916216554293638,173.254326216121,23.2765695401357,253.481768227446,5.541690441800816,74.0749101058675,1847.81039754473,323.876590840476,0.0,5.35631243008532,40.2344766415817
137.0,3.32453505774856,1884.47432094672,6.251512360099881,106.074955216557,20.4098816991252,297.453359104484,6.594809511649242,74.6921910713662,2012.9734476082,247.845359976872,0.0,6.84699916950264,39.2705652757806
138.0,1.96388234987812,1941.75569538602,6.884489999290541,97.0682953950219,19.7478221778379,242.523325163283,5.941958786514169,71.3682118686789,2437.94331700001,190.126236811779,0.0,4.64595799788816,74.8989540869244
139.0,3.5408059474856,1917.65572784448,7.371286266694162,89.8782066368905,21.1103602989652,322.008954712805,5.5112924190815065,75.1486785450593,2569.26678094943,204.153010639737,0.0,11.3753589895885,51.2369080070019
141.0,3.6520043449254,2145.26035210703,6.472059929901998,125.160257350176,23.5513924774234,295.101373113641,6.309625615932157,76.9920030237459,2267.57049040335,165.332352655114,0.0,2.51178319771711,50.3030375613748
142.0,2.99615410801784,2000.02126014374,6.871625369641611,128.413302904304,22.4129111716308,293.695902661827,5.535569537728239,70.9418768394867,2140.66316976665,243.754769900751,0.0,4.80608250942645,67.2432458658153
143.0,2.76315892359089,1910.8525778044,6.722215830297786,122.112128782529,21.1777461070146,295.270984388032,6.06769007743775,70.577166053484,2203.58113232471,276.539615628118,0.0,7.15088553540804,48.315935564454
144.0,4.87425435721239,1974.91777409442,3.2033398847208643,80.7927476307746,20.6218463065478,365.18547076714,5.868791767923012,75.2193596424817,1954.96444268869,293.256747521795,0.0,10.1289361053654,50.2600971877458
145.0,2.70063924746068,1939.30689136578,6.864818495802179,100.210884254774,17.2185695823429,279.944161100513,5.890291664159627,75.1474865444085,2086.33197374258,239.4723747007,0.0,8.42541123898241,40.7336474811037
146.0,2.54353934256161,1949.42325021911,5.907413703380535,71.1687979242014,23.5543900031144,218.560835636096,6.677106951723527,73.0177703609138,2166.32240710173,208.483085890784,0.0,11.5026462064631,54.5908676337653
147.0,2.51684906841337,1954.98198852573,6.567244942699045,89.6923668988838,22.1488600221478,313.56619638842,6.633868346085039,74.322191361958,2558.87538970422,183.17770734771,0.0,3.19421502194393,70.182557109299
